Compañia,Linea de producto,Año,Ingresos soles
Otros,Otros,2014,43581007
Otros,Larga distancia,2014,44463316
Otros,Otros,2014,224134
Otros,Interconexión,2014,924395
Otros,Linea fija,2014,1368268
Otros,Larga distancia,2014,2496743
Otros,Data,2014,7821461
DirectTV,CableTV,2014,242060271
Entel,Público,2014,19
Entel,Linea fija,2014,126879
Entel,Internet,2014,3916268
Entel,Otros,2014,54359649
Entel,Interconexión,2014,62909866
Entel,Equipos,2014,101758862
Entel,Móvil,2014,542685048
Otros,Interconexión,2014,89765
Otros,Larga distancia,2014,3177096
Otros,Equipos,2014,4618063
Otros,Linea fija,2014,4896680
Otros,Internet,2014,5123297
Otros,Data,2014,10431089
Otros,Público,2014,12071352
Otros,Otros,2014,12452024
Otros,Larga distancia,2014,19188670
Otros,Equipos,2014,1833
Otros,Otros,2014,39737
Otros,Data,2014,64895
Otros,Internet,2014,122700
Otros,Linea fija,2014,258863
Otros,Larga distancia,2014,2678476
Otros,Otros,2014,42614932
Otros,Otros,2014,235474
Otros,Linea fija,2014,678521
Otros,Internet,2014,1884864
